text_akhir,polarity_score,polarity
assalamualaikum gem updet bagus karakter updet jelek gemnya suka gem mohon gem kayak karakter orang karakter terimaksih,-1,negative
maaf kasih bintang gamenya hp ngebug kaya mati lampu gitu keliatan titik update kayak gitu tolong diperbaiki yah terimakasih,4,positive
gila banget kali dapet impostor padahl sinyal udah bagus seru banget,0,neutral
game bagus bosan cocok mainkan bersyukur game sebagus wadaw semoga gamenya baca komentar sekian terimakasih gamenya,15,positive
yg bilang apk jelekapk bagussshuuuu dasarrr sok alay mening langsung bilang apk baguss sekaliklo ad yg bilang apk jelekk boong bikin nyigungin perasaan orgdan bosan itusekedar,-5,negative
gamenya gk seru cheater developer tolong tambahin fitur ngelaporin ngecheat ban,1,positive
nenurut game nta bagus banget tpi kekerungan kali udh main keluarjadi plis perbarui biar kaya gitu player max cuman kalo suka banget aj ulasan thanksss,5,positive
asalamualikum game seru banget kalo nggak download game nyesel banget udah download game nggak nyesel oh perkenalkan nama transya febriani kalifah panggil transya kasih bintang game seru banget terima kasih orang yg game semoga ucapan wassalamualaikum dadah,-2,negative
game among us udah jelek bngt deh ganti nama chat sesuka among us bagus stars game jelekkkkkkk emang airship bagus barang barunya ganti nama kasi email jelek bngt ni game bagus truss chat bosan uninstal aja maafya among us bilang game jelek suka bngt game bintang,-5,negative
game apan nih buka nyesel gua download aplikasi cuman ngabisin kouta sm ruang gua doang kali cekdulu puplikasi sumpah banget game,-13,negative
server nih error gk masuk server asia northamerica keep disconnect main tolong diperbaiki,-7,negative
bagus tambahin coin biar beli skin trus pett pokoknya yg bawaan la yg yg cheat kalo gini trus kaga koin,-5,negative
game yu bagus banget suka impostor impostor tuduhtuduhan pokoknya bagus banget deh gamenya ayo buruan dowload game,6,positive
game bagus kurangnya bug bug enak dimainkan tolong perbaiki bug,2,positive
logo muncul blackscreen perbaiki bug secepatnya biar meresahkan player,-5,negative
game among us bagus banget fix nyesel kelean download game tolong utk update tambahkan vitur chat pencet tombol,0,neutral
udah diupdate gabisa dimainin youre running old version udah diupdate heran nyesel update mending gausah,-9,negative
aplikasi sagat jelek boong aplikasi bagus saking main omelin inget,-19,negative
tipikal gw banget sihgenre mistery eh kalean klo dapet crewmate mending main klo kalean yng maen orang kek gtu join server gw aja gw kasih link dc mabar enak,9,positive
sa suka banget game seru dimainkan orang isok gabisa dibuka kesal napa si game gabisa main dah aktif kin data seluler salah apasi game bong,-8,negative
gamenya bagus menghibur kalo bikin room pas malem pake server asia penuh terpaksa pake server northeropa,-4,negative
nggak obat nih game mantap pokoknya ping ituloh yg bikin lag pdhl wifi cepet jaringan dri game error tolong diperbaiki,-2,negative
bagus bagus cuman severnya disconnet udah kucoba sever asia north satunya hasilnya gampang discoonet yah gpp mengganggu tolong diperbaiki,-2,negative
bangke seru mending mabar ff ranked ngendok boong game bagus seru ff pintu kntol hahaah maaf bicara kotor haahahah sayangnya memori peyimpanan doa biar beli memori among us sepi,-19,negative
bagus banget game mabar pokoknya ngebosenin gw udah nambah game tetep seru nih game gw kadang inget kalo main pokoknya coba game ketagihan,2,positive
game bagus banget ngebosenin suka banget ngebosenin enga semoga rilis map,7,positive
dah download aplikasinya tpi pas main kuota full tpi giliran hp kaya vivo oppo realme hp tlong diperbaiki,1,positive
segi gameplay bagus tolong masuk room disconnect hukuman menit karna disconnect tolong developernya diperbaiki karna bocah tau editmakasih udah perbaiki gamenya udah bagus cheater tolong hilangkan cheater² game,-10,negative
seru hapus cheaternya kalo tambahkan fitur add friend kalo komunikasi kayaknya gausah pake discord yee,-12,negative
gamenya bagus kalo imposter tuh cepet selesainya giliran crwemate tinggal ketemu hacker kalo gamenya gabisa jalan kalo udah meraka kaluar pesawat mati tolong banded kalo hacker pllsss,-1,negative
game bagus penjahat game mengajak teman teman mencurigai teman lainaku tertawa padalan salah buang angkasa wkwkwk game bikin seruuuu deh,6,positive
bagus gem hat konci skin pakai sinyal gem among buang buang sinyal ajahhh gitu okey kalo update hat skin bagus okey deloperoper namanya yah hmmbagus gem ajah kasih bintang bagus download okeymaaf yah kalo kasih bintang,-10,negative
woww game among us yg baruuu mah map yg wow sabar banget oh download nih seru banget zombie yg among us tuh segitu bye,3,positive
tolong nicknamenya digantipermanenkarena host game mengkick player ganti nama join,4,positive
game nih impostor jaringan bagus kadang kalo masuk suka cheaternya,1,positive
game dah bagus cheater senang bermain game alasan mengapdet among us silakan mengapdet among us bala alkaj gitulah pokoknya tolong perbaiki,-6,negative
among us tolong temen gw impostor sekalinya impos yg error tolong naikin rate impos temen,-3,negative
pas join server loadnya banget disconnected tolong udah update bagus buruk,-1,negative
game bagus kasih skin gratis skinnya berbayar skin deh mapnya tambahi map map plannet planet gitu sekian,2,positive
gamenya bagus banget tambahin server indonesia kalo bareng orang susah mainnya ngerti bahasa ngerti yg tulis,-8,negative
game menyenangkan mohon developer hukuman pemain permainan pemain permainan menggangu pemain,-6,negative
gila keren bagus banget nih ditambahin fitur audionya top gamenya seru nggak download aplikasi,-4,negative
inersloth rilis map airship menunggu map airship mohon mempercepat rilis map airship takutnya game laku suka game thnx,9,positive
main server game left game tulisan game options received old version among us maybe need update update game,8,positive
update kayak gini seneng map kalo hp android knpa kek login tolong diperbaiki gara gara orang kecewa,-6,negative
baguscuma bugbug player berwarna ijo sdh mati karna impostor kamera hidup vote,-5,negative
server stabil memasuki room gagal alasan jaringan lambat,-2,negative
tolong perbaiki bug light blackscreen bermain update terbaru versi,5,positive
bagus game orang orang kasar berbicara sopan sensor tolong diperbaiki sensor bahasa bahasa orang dimana tenang semena mena pemain,-12,negative
halo innersloth llc permainan menyenangkan tolong cheater permainan tolong perbaiki permainan banned cheater cheater impostor membunuh kill cooldown,4,positive
gamenya seru banget mabar kalo disconnect diakalin ganti north america europe gamenya seru dah gk bilang,-2,negative
gw tunggu update terbarunya semoga seru yg game yg ngecheat semoga update terbaru susah peluang ngecheat,2,positive
kadang²aku cheater ngechit kick msk yg ni kasi tauyang udh klik kode masuk terimakasih game among us v,-2,negative
tolong hilang ceater game banya ceater game main langsung menang ceater inpostor membunuh yg crewmate tampa culdown adil tolong hilang ceater game,9,positive
among us nga seru bug perbaiki parah,-5,negative
hai game bagus males tugas emergensi miting huh mengesalkan game seru banget downlowd deh maksa siih,-8,negative
game anjip gw mo mabar ama temen gw kena bug gimana pas mo join dipublic jg tolong perbaiki secepatnya ye,7,positive
mashi bug kluar room bacaannya eh pas masuk tau taunya full bngst doang si keluhannya smoga diperbaiki,-4,negative
assalamualaikumnama anisa rizqa putrisaya kasih tau semuabahwa game among us seru bagussaya download gamebeberapa hapus bosantapi among us bener bener membosankanapalagi main temenmabar,0,neutral
gw kasih bintang gamenya disconek mls lg main disconek gk asik sinyal bagus chet tolong perbaiki lg gamenya rusak,-1,negative
gw disconect mulu ajg pas main game lancar digame anjim,8,positive
tolong banget among us jarang impostor sekalinya impostor langsung conect citer meraja rela semoga kedepannya game perbaiki,9,positive
game bagus pas update disconnec trus pulsa gw gk papa tuh main apl knp disconnec trus main tulisan game penuh tolong diperbaikin tolonggg banget pengen main temen temen,5,positive
gamenya bagus menantang ruang publik mabar private mengurangi keasyikan game task apapun berhasil report impostor mengurangi tantangan game dasar game petak umpet main mabar private maaf kasih bintamg mengganggu,0,neutral
assalamualaikum wr wb selamat malam salam sejahtra developer among us sayangi kasih tolonglah slot orang temanteman game biar enak aja mainnya masak pisah dipisahkan dimohon tanggapan developer among us amongus top playstore sekian saran wassalamualaikum wr wb selamat malam salam sejahtra,18,positive
asalamualaikum kak pliss developer pliss game udah seru banget banget banget suka yg cheat mod menu tolong yg cheat ben aja bened pliss yg pembuat game pliss mksh,13,positive
game seru kalo sinyal jelek dikit doang ngeselin ni game main mulu dah gitu ni game nyerep kuota banget pokonya ni game ngeselin kaya taik kalo ni game orang seneng perbaikin yg bener,-13,negative
among us bertemankenapapadahal orangnya baikmohon perbaiki yauntuk servernya bagus jaringan dikit gpp lahtapi pertemanan ituaku berteman orang asing bertemanmohon perbaiki,-10,negative
bagus bangeeet game tolong yah chet tolongdi ban hack akun udah gitu aja kalo updet langsung apdet aja,2,positive
suka buanget ama ni gamedan yg suka imposter semoga maps arship cepet selesai,4,positive
game perfectselamat trendingnyawalaupun dipanggil game perusak pertemanan tetep seru maen ni game,8,positive
bagus bug masuk room orang spawn kursi si kotak gitu masuk game ngak spawn meja task dowload semoga cepat perbaiki oiya please airsip android besok tampa oiya ngak hacker ban cuman layar fitur hp ok,-8,negative
geme bagus bandel yg geratis ngumpul uang gem tuker bandel baju ituh ajah geme seru mudahan mudahan bls yg geme,-8,negative
hallo nama shila panggil shil shila maaf ngasih bintang map chat langsung kasih nama keselin map pusing banget gara gara luas maaf banget sekian terima gaji,4,positive
tolong tambahkan voice biar ngak ngetik keyboard game best pokoknya coba karakternya keren,-1,negative
gamenya seru menghibur main fitnah kwkwwkk wajib download nyesel karna kemarin viral jg pingin coba seru banget,-8,negative
maaf suka game memjadi crewmate impostor tolong kesempatan impostor kesal ketik bahasa inggris suka impostor pake bahasa indonesia males anjay,-10,negative
gua suka game left pas udah maen seru kalo impostor cheater udah aja pls tolong perbaiki,6,positive
kadang maybe jaringan wajar indihome kick ngapa ngapain inginnya main org indo susah nuari namanya indo,-9,negative
server tolong diperbaiki udah impostor kadang pemberitahuan disconnect jaringan lancar,2,positive
gamenya bagus satuhal bugnya kayak aja banget dah comment game among us ruwet,-8,negative
game foto profil jelektapi seru ni game topi pilih warna kayak eror papa ni game hebat peliharaannya bajunya bayar deh seru donwload ni game bro,0,neutral
kasih bintang sinyalnya susah imposter,-2,negative
game seru main bareng ama temen bosen tinggal main game bosen yg gue suka chet gpp seru nih game,-2,negative
kasih bintang main aja join ful mulu kesel game udaah join ful kesel game makasih udah game,5,positive
seru banget mainan berterimakasih permainan bilang jelek coba aja deh bagus game suka main temen terimakasih,5,positive
seru gem kesalahan gua mabar pas gua udah nulis kode nggak masuk orang,-16,negative
game bagus cheter yg pake mod biar imposter trs kasih bintang kalo mod cheter udah g kasih bintang game bagus,0,neutral
game seru banget tolong offline nin tolong kapal kalo kasih bintang semoga sukses,6,positive
tolong dikurangin cheater gaasik banget game seru tpi orang yg gtu ngotor game aja jdi garing permainan yg leave signifikan banget kalo emng gg tolong otaknya dipake gausah berlindung kenistaan gtu,0,neutral
maen asik² ehh dikeluarkan among us disuruh update krn game game pas update kagak bs gk tulisan update gimanasih among us gini bkn duakali,5,positive
terimakasih game tolong perketat keamanan langsung menang,10,positive
game bagus sekalitapi tambahin fitur voice pas diskusi mudah berdiskusi,6,positive
game menyenangkan gk tau bug ato apasering permainan berhenti sendiridan kontrol tolong perbaiki lagimks,0,neutral
bugnya jir gw main seekali main paas gw masuk tinggal detik eh gelap sampe sampe tunggu menit tetep aja kayaak gitu eh among us versi coba kaliian ketik super sus situ perran bangeet dah oh selamat ramadhan mohon maaf lahir batin baay,-6,negative
seru muncul link download cheat among us impostor impos nge cheat impos besoknya impos tolong banyakin persenan impostor,1,positive
suka main among us among us update jelekga diskus komen pake inggris tolong among usamong us update lgi yg okwassalam,3,positive
game hantunyahacker pas gue main gue main ama teman gue orang bernama imposter pas main teman langsung mati discusi teman gue vote mati teman gue sentuh langsung mati gue vote orang mati,15,positive
gsmenya bagus game ngarin fitnah gapapa main bersenang senang bener ngelag gamenya bagus,-4,negative
permisi game knp sy tdk masuk dah loading tp tolong donk diperbaiki lgdah cuman doang trim,-3,negative
tolong perbaiki hp game udah upadate sampe kali tertunda gk main tolong perbaiki,1,positive
tolong ditingkatkan bugnya lngsung login apknya gabisapas playstore login pdhl jaringan bgsbsebenrnya udh kmrinmaybe think phone laggingeh pas nyobain yg kemrin login playstore im tired,3,positive
tambahin mode hide seek edittolong tingkat keamanan server tingkatkan cheater,1,positive
gamenya bagus mohon keamanan main gamenya tingkatkan banya cheater match mainin kebanyakan ketemu cheater,-1,negative
gamenya bagus coba adakan mode rank clasic kalo menang seukur senang peringkat mumpung lg viral gamenya buru tingkatkan,-4,negative
kasih kalo udah impostor eror suruh ulangi tolong perbaiki konek si singyal buruk game dowlond suruh instal bikin boros kouta ni game kagak bener dah kecewa,-16,negative
kasih bintang dlu gamenya bagus tpi sayangnya servernya sempit penuh game,-5,negative
maaf cuman kasih bintang game keamanannya kuat pas main chiter semoga pas update chiter oh btw kalo main among us berdosa awokawokawok,3,positive
gamenya bikin suka menyapa yg suka crewmate impostor yg ketahuan jak mainnya kali,-1,negative
ni game bagus banget bilang ni game jelek palamu jelek orang bagus gini cuman ditambahakan mode impostor crewmate player ngak bosen aja trima kasih game udah bagus,-10,negative
menyukainya karna main game bareng idola gw besokni tolong banget pemain ditbah napa pemain biar seru hehe,-9,negative
game menarik dc yah sinyal bagus main game online lancar lancar aja,7,positive
gamenya bagustapi map lagiseperti air shipterus player detektif yakaku maksa pembuat,-9,negative
suka game saranjika mengupdate apk lupa tambahkan banned otomatis cheater sekian terimakasih,10,positive
vitnah kejam pembunuhan game dimainkan game seru banget suka terima kasih developer nama channel satriya victory tolong subscribe,7,positive
gamenya seru developer tolong tambahin bahasa indonesia selesai gamenya coin membeli pet yg terima kasih,-3,negative
game seru banget kalo dinikmatin sayangnya game ringan cheater gw yg nikmatin rusak gara lu,-1,negative
menurutku game bagus banget yg bilang game jelek parahsih kesalahan bug mohon hilangkan bug bug yg bermain,-7,negative
tolong gw ama devolover tolong among us yg gw kagak kiil report njir tolong kembalikan yg kayak kalo chat terserah kek gimana pokok among kyak kemaren kagak item layar masak itugw tolong kyak yg update semakiiiin jelek anjim perbaiki update yg terbaru kooooonnnnttttooolll,-13,negative
menyenangkan pemain yg cheatmod masuk cpt membosankan uninstal game tolong developmn tingkatkan keamanan kenyamanan bermain normal,0,neutral
kasih bintang cheat gamenyamembuat permainan game seru lagisaya mohon game among us memperbaiki gamenyasupaya orang yg bermain tida curangi cuman yg terimakasih,10,positive
gimana masak kelua ran main berdua pokoknya game baiki updet ulang masak updetnya curang banget hewannya dasar bodoh,-4,negative
bagus game kali nyari room pencarian kosong kalo perbaiki selebihnya bagus banget,-7,negative
gua impostor gua gk vite anjing menangkalo vote tuh seimbang gua kena vote asu bugnya maish mending kelarin dah bugnya plis,-18,negative
game gk gua impostor udah gua main impostor tolong diperbaiki game tolongitu ulasan terima kasih,5,positive
lumayan bagus yg ngecheat seru kalo main pake suara gabisa otomatis aplikasi,-3,negative
pelis perbaiki game bug pas game play hitam mohon devoloper game among us memperbaiki game,7,positive
assalamualaikum halo nama gita permainan among sqgat suka senang dimainkan global local sampaian wassalamualaikum,9,positive
game bagus pas login kayak stabil gitu cuman kakakku login kasih bintang oke duluya da,6,positive
please yg pembuat among tolong perbaiki bug kecewa game among cheat bug tolong perbaiki,1,positive
hai nama faris ibrahim kasi bintang pas jaringan ngeleksi masuk tulis nama tolong diperbaiki tolong banget,2,positive
hebat nih game bagus banget coba ditambah fitur microphone kayak game online seru mic,1,positive
bagus banget game mohonlah fix cheater kalo cheat game membosankan plissohya map biar bosen map aja oke makasih,1,positive
game seru seru banget ni saran nih skin pakai coin dapetin coin menang game,3,positive
penambahan fitur ingame voice chat sesuai aturan game membantu aplikasi ketiga discord perselisihan kejadian mati melaporkannya via voice meetingreport,6,positive
si menyukai video daftar ulang liburan indonesia sombong duduk manis banget gue tidur nyenyak tidur jam set rumah aja nih si om gua aja deh biar aman aja kalo salah de boi kalo salah de boi kalo salah de boi kalo salah de boi,-14,negative
game seru bagus kocak ngakak player cuman kalo min ditambahin mode add friendinvite friendrankdan coin jdi klo victory dapet koin beli skin hat aja sekian terimakasih riziq,3,positive
gampang sinyal susah klo masuk sistem ranking rewards,-9,negative
bagus suka bahasa indonesianya update internet mohon perbagus bahasa indonesia chat mengganti nama internet mohon perbagus yahbyebye makasih membacanya,-1,negative
assalamualaikum wrb game bagus banget main bareng adiktemen temen sekolahdan kasih bintang game bagus banget sekian wassalamualaikum wrb,6,positive
game bagus cheater menjengkelkan niat main game senang jengkel akibat ulah cheater tolong pemgembang harap diperhatikan meresahkan youtube tutorial cheat among us tolong,-8,negative
suka game merusak pertemanan buruan dowlod game keren kesalahan bermain adekku bermain semoga berbaiki terima kasih,5,positive
jaringan baguss tpi reconnected mulu pas join room tolong perbaiki servernya arigatou gozaimasu,5,positive
game among us tolong buatin mic biar cape ngetik karna kalo ngetik capee wasalam,-3,negative
game bagus tolong impostor orang tolong kasih hukuman kluar selagi main impostor,1,positive
game fitnah nyenengin map nama among us airship sabar nyoba deh hehe,2,positive
game dimainin masuk game maaf menyinggung tolong apdet apdet kasi bintang goodbaye,-2,negative
bagus cosmicube yg pake beans harap dinantinya cosmicube beans susah gampang stars dibilang seru serusih kurangya,-4,negative
yess among us update yey topi baruskin baruyang maukan map namanya airship update ok terimakasih yah update among usnya yeyyyy,9,positive
suka game kadang permainan internet bagus bagus aja trimakasih semoga bagus game,8,positive
bagus game pancing emosi lohwkwk menyelesaikan task ilmuan pokok donwloat guys nyesellll,0,neutral
kasih bintang dlu gamesnya suka dc tolong devolopernya dc perbaikin yah kalo gamesnya udah bagus semangat devolopernya games ok,9,positive
gamenya seru aneh sambung via telpon wa voice discorde mati suaranya telponnya buka aplikasi among us tolong kaaih penjelasan,-4,negative
game bagus baget suka menu terkadang jarigan jelek masuk room jarigan bagus,-5,negative
tinggal tambahin bahasa indonesia benerin server aja suka diskonek trus pdhal main yg lancar kedepan lg login akunnya pke fb ato google aja mslah yg udh luamayan oke,0,neutral
gameplaynya knpa utk chat chat ajah karna berpengaruh bermain,7,positive
kasih bintang pemain memakai cheat pemain cheat mengganggu orang bermain kadang langsung kalah menang benci permohonan mohon developer ban orang orang memakai cheat saran tolong tambahkan id menambah orang membantu developer mengeban orang orang cheat terimakasih,3,positive
permainan bagus kali seru banget maafnya kukasih bintang karna masukan kode main dimainin kode,-7,negative
game suka nge bug jelek beda dlu selesai update jelek lampu crewmate matik hidupgame tolong diperbarui maaf kalo bintang,-6,negative
ngomong kek gini contoh game buriktapi boong plis la ngomong kek gitu apk game plis gue kesel banget ama gituan betewe bagus ni nambahin dosa,-13,negative
halo nama priscilia tau masuk game ko nggak ruangan kosong internet instal semoga perbaiki game thanks,-5,negative
gamenya bener terkesan gamenya seru bugnya jarang muncul dvelopernya makasih udah bikin game sekreatif bintang full,6,positive
aplikasi seru jugatapi kurangkurang isi mikrofon biar open mik temen ajak mabar tanpaharus telponan,-11,negative
gua pengen raquest pas pengen main online pengenyari room loading mulu nyari room maek wifi koneksi ok ok aja tolong developernya perbaiki,9,positive
editor wajib coba ayo samabantu among us game nomor terlaris biar mengalahkan game sebelah gakuya top playsotre grafikya ampun dah,-3,negative
server perbaiki player mengalami gagal koneksi ping tertinggi ms,-3,negative
game bagus tolong developer menyediakan tombol report mereport player cheat karna cheat merusak game banget kalo ketemu ceather udah gk seru,7,positive
yaampun beneran deh game bagussss banget bintang seneng seneng cari pacar temen game teman online kakak cari doi adek cari temen app pas banget suka deh game sungguh terimakasih,19,positive
tolong perbaiki main suka tiba² sinyal bagus kayak gitu,-2,negative
game baguss bangett suka update wwoooooiiiii kalu udah update map updatenyaaaaaa,2,positive
gamenya bagus banget seru tuduh tuduhan ama temen voice chat sarankan diskusi voice chat sekian ulasan trims,12,positive
gamenya bagus tolong hilangin fitur pencet biar orang ngak bahasa inggris main nin plus tolong hilangin bayangan gelap menutupi,-7,negative
hallo nm gw hafidh aditia kurniawan gw kelas sd gw suka game bagus youtuber main suka kak jes n limit impostornya drama pinter banget yaudah,3,positive
maaf developer game among us seharus ganti sistem chat menulis kemauman map bagus next update diganti sistem chat,-5,negative
among us beda max playernya karakter among us beda emergency mittyng body beda terima kasih innderslot llc suka game,1,positive
join kode udah baguskadang sinyal bagus disconectwalaupun gw suka gamenya kalo gini gimana uninstall aja,-1,negative
jelek banget update enakan kalo namanya diganti ngetik kepala labu balikin ajg,-4,negative
among us chat bahasa bahasa inggris bermain publik hargai update airship,-5,negative
among us plisss update game biar seru cheatebeli skin pake uang asli pake koin aja menang koin kalah koin sedikitbayakin map biar serutolong tambahin jumblah pemain kasi angota warna,-10,negative
gamenya suka seruuuuuuuuuuu banget banget banget main teman seru banget,6,positive
konsep gamenya bagus menarik kekurangannya server server error server memadai kesimpulannya perbaiki servernya,-7,negative
mantep banget dah game ni cuman skrng udh gabisa main bareng temen kodenya gabisa dimasukkan mohon fix,0,neutral
habis update main online kesel banget dah main dipublik alasannya suruh update habis update gimana,-9,negative
game yg merusak pertemanan bagus gamenya seru bat fitnah fitnah orang wkwkwktolong server asia jangam error mulu,-14,negative
bagus game ny cuman aja pet gratis aja gk ny mohon bantuan,6,positive
best recomended yg suka fitnah wkwkwkkwkwkwwkw simpel mainnya suka impostor papale oiya gamers dongs bilang gamenya jelek bohong papalepapa marah tauuu,-13,negative
gamenya bagus among us map airship bintang map airship map stikman tambahkan pets baju skin sapar map airship,0,neutral
among us permainan tuduhan gk papa karna game tuduhan permainan bagus karna dapetin pet skin hat bagus banget,-1,negative
game knp jaringan jelek dikit langsung tolong koneksi benerin seru² main kluar gajelass,-6,negative
game seru menyenangkan mencari imposter tp sy suka disconnect internetnya mohon perbaiki,2,positive
sire sirol diilangin pliss bug error diilangin bug impostor diilangin yaaaa gamenya bagus kokwalau fitnah,-11,negative
bagus main multiplayertapi kalo main public afk impostor kalo public seru,-2,negative
assalamualaikum suka banget permainan inikarna berkomunikasi jarak jauhterima kasih wasalamualaikum wrwb,7,positive
game bagus seru banget mainya teman teman private yg suka bermain publik pakai cheat bocah banget,4,positive
keren banget game gila map namanya metropolis luas menantang keren banget good luck developer,10,positive
game bagus kadang nge bug server disconect kadang kalo diskusi cepet banget,9,positive
gamenya lumayan bagus bikin menyenangkan kawan mohon devolovernya membasmi cheater game cheater memasuki game terima kasih,-1,negative
bagus banget teman lo coba nyesel udah main bay upadet jelek gimana ngetik map asip bagus balikin chat,-9,negative
coba download aj seru banget pokok pas impostor bilang setannya aja pas main pokoknya coba,7,positive
bagus suka memainkannya fitur penyaring cheater cheater main among us pake cheat,0,neutral
gamenya seru banget disconnect app servernya ditambah biar,-1,negative
omg game seru banget maaf yg pake trik udh gk jaman suka point aja gk kaya gitu tau game bagus banget sorry tersinggung,-9,negative
game oke crash main server online tuslisan pas join server full pls fix lag,1,positive
among us beda banget enak pas enk banget jujur tolong developer kembaliin versi aja,9,positive
game bagus gk bosenin impostornya seru banget udh impostornya wkwk,1,positive
game bagus sayangkan skinnya bayar citer jdi klo msuk room udh kalah menang tolong baguskan game trma ksih,-4,negative
game bagus saran depannya menghilangkan bug mengganggu cheater thanks innersloth,2,positive
cheater tolong siapkan repot samping tombol system report yg menghancurkan game nomer bngkek asu,-10,negative
suka gemes impistor jaringan lancar sekian,1,positive
note ultra main game beli usa coba xiaomi teman tlong bantuan,2,positive
jelek main among us bagus pakai paketan jelek mohon pakai jaringan kayak bagus banget tolong samain kayak kasih rating sorry sekian terima kasih,-19,negative
game bagus banget tolong orang indonesia ditambah biar enak karna main orang inggris tolong perbaiki,2,positive
room cheaternya ng asik tolong ng kasih pilihan leave jalan permainan kecuali aplikasi game,6,positive
game among ny seru sihhh kadang suka kalo bkn kick trs apain ko,7,positive
dear among us game cheater males main among us kalo cheater among us contoh main langsung viktory kalo defeat,3,positive
gamenya bagus pas main gimana mainnya tolong perbaiki,2,positive
bagus tolong tambahin fitur voice chat game biar ribet pake discord biar voice chat,-1,negative
kendala bug pemain pas maen trus krn pemain bosan crew,0,neutral
huu game taikk knapa giliran aq jd impos slalu aja disconnect internet bagus banget gw aja maen gem onlen yg laen gk tuh amongus pas jd crew gk disconnect ih gajelass game lemott game eeeeee butut curang,6,positive
game seru banget suka orang ajak main korea suka banget game,11,positive
hi tolong bantu membeli bundle seharga terima barang inventory thanks,5,positive
hallo selamat siang gamenya banget bug kayak plis developer perbaiki game,9,positive
bagus makn keren jelek klo kasih nama yg gunakn kirim email ribet,-8,negative
bosan game update yg aturan yg menantang game oy ambil serius hiburan tq developor,-6,negative
gamenya seru banget main bareng teman pokoknya gamenya seruu download game silahkan download seru,3,positive
game gk jls gw jdi impostor sinyal bagus aja gw liat udh gw gk jdi impostor sm,2,positive
yg bikin gamenya tolong perbaikin ud capek maennya klok impostor klok uda vote gk main lgi gambarnya hitam pdhl dlu bagus² aj jaringannya jugak bgs tlg perbaiki game ny ntar kasi bintang eh sumpah gk jls kli gamenya plis benerin npa pdhl ak skk gme ny,0,neutral
tolong iklan maen udh gk maen nortk server size maksudnya tolong perbaiki,8,positive
nih ngalamin kayak gk masuk server klian tuh pojok kanan gambar dunia jdi pilih yg atasbawah tu langsung tenang aja indo,-8,negative
sayq suka kali game main kekurangan kolo mati berkommentar biru imposter lainya tolong diperbaiki,1,positive
keren seru banget seru banget banget coba main download aja main online keren banget keren mantap mantap mantap,21,positive
game bagus server ngeselin pencet public berkali kali nggak masuk tolong developer among us perbaiki server kualitas server jelek banget,-11,negative
gems seru tuduh menuduhtp sayang ndak ad mic ad mic pas lg miting nyaupdet among us ad mic enak ndak ush telpon,-2,negative
developer tolong kecepatan jaringannya dah pakai wifi left game mulu,5,positive
maaf game kaya suka pake bahasa pake bahasa inggris ih sebel tolong perbaikin,-9,negative
game bagus bangett gk nyesel donwload game offline si gimana gitu kalo punys kuota pengen main takut kuota habis,-11,negative
segi permainan bagus yg kurangnya pas impostors orang orang harapkan orang yg udah masuk permainan terimakasih,-1,negative
game baaaaaagus banget pokoknya seru suka impostor bikin kecewa map airship,2,positive
kadang mainin menghidupkan data saluernya tolong perbaiki,-1,negative
error msuk room code temen pdahal server version udh berkali kali masuk room code teman knp yaaa,-8,negative
seru banget permainannya suka deh game mabar teman mainnya mudah banget terimakasih membikin game sebagus,16,positive
gamanya udh bagus berberapa bug fix yg tau udh fix pake wifi stabil tetep suka dissconnect dah kebohongan,-4,negative
game buriq bangetet boong game seru banget tolong developer tambahin map,2,positive
game seru banget server asia suka reconnect gk sinyal aman aja,6,positive
maaf kasih bintang login main online sinyal g loading tolong perbaiki optimal sinyalnya,1,positive
suka kasih bintang ok bye moga moga bagus game game makasih game menghibur ok bye makasih,19,positive
game seru aja teman main lainlainpokoknya seru banget game nyesel yg download,1,positive
among us error mulu main si karakter titik doang tolong perbaiki yah,-6,negative
kecewa game knp gk normal knp gk chat sendiriiiiiiiiiiii knpppp kalo gituuuu gk usahhhhh update suka among us ynggg duluuu mapp baruuuuu huuuuuu,8,positive
game bagus tpi msih kekurangan mati ama impostor tpi player mati msih ngechat seru terkecuali mabar papa,-5,negative
gamenya bagus banget mengubah pola pikir gw main wairwolf berkomunikasi bule bruh yg kasi bintang kebawah gw harapin beruntung fix,2,positive
mohon diperbaiki servernya mulu koneksi bagus kdang masuk suka erorr gk,-4,negative
mantap gamenyatolong devoleper tambahin bahasanya indonesia game bagus merusak persaudaraanpertemanan,5,positive
amazing gamei like thisuntuk update tolong tambahkan fitur voice chat perluas stage terima kasih,7,positive
server mohon diperbaiki terkadang dc discussnya tolong sediakan vitur mic biar lancar discussnya efektif discuss chat,12,positive
game bagus update update pas emergency meeting topi aksesoris muncul bagus banget karakternya lucu lucu,2,positive
game jelekk boong seru banget new mapnya bilang intersloth kasih free chat nama coba pls,4,positive
halo nama dimas saran game tolong sediyain fitur pertemanan ny pas ketemu orang orang seru banget habis tu dianya leave game tolong sediain fitur pertemanan biar mabar tolong yh,7,positive
gamenya gimana masuk freeplay update udh update tetep masuk freeplay mohon diperbaiki,-6,negative
game bagus teman ngecit kejanggalan foto gambar developer ngecit perbaiki kasi bintang,-1,negative
aplikasi disconnect server byk cheater main langsung permainannya susah masuk room,-7,negative
tingkatin jaringan pas masuk game langsung sinyal h pas lobi g tolong perbaiki,8,positive
indo speaktolong tingkatin apknya suka erroritu aja tolong,1,positive
